PortalID,Status,LastUpdated,AgencyDept,Title,Type,LOI,Categories,Purpose,Description,ApplicantType,FundingSource,MatchingFunds,EstAvailFunds,FundingMethod,OpenDate,ApplicationDeadline,ExpAwardDate,GrantURL,MaxAwards,MinAwards,MaxAmounts,MinAmounts,IsOngoing
10343,active,2022-05-11 17:29:49,Wildlife Conservation Board,Monarch Butterfly and Pollinator Rescue,Grant,Yes,"Environment & Water; Science, Technology, and Research & Development",The Program was created for the purpose of recovering and sustaining populations of monarch butterflies and other pollinators.,"Funding for projects to recover and sustain populations of monarch butterflies and other pollinators, including:  Provide grants for the restoration or enhancement of California prairie and other appropriate breeding habitat for monarch butterflies and pollinators on private and public lands.Provide grants for the restoration or enhancement of overwintering monarch butterfly habitat on private and public lands.Provide technical assistance to grant recipients, including farmers and ranchers, regarding restoration and enhancement of breeding, overwintering, and other appropriate monarch butterfly habitat.Provide grants for seasonal or temporary habitat improvements.Provide block grants in which suballocations are made by the grant recipient, with the approval of the Wildlife Conservation Board.",Nonprofit; Public Agency; Tribal Government,State,Not Required,5000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10340,active,2022-05-11 17:26:15,Wildlife Conservation Board,Inland Wetlands Conservation,Grant,Yes,Environment & Water,"The Inland Wetlands Conservation Program (IWCP) was created to assist the Central Valley Joint Venture (CVJV) in its mission is to protect, restore, and enhance wetlands and associated habitats. The CVJV, a partnership of twenty two public and private organizations and agencies, has identified through its Implementation Plan, specific goals to increase migratory bird populations.","The Inland Wetland Conservation Program (IWCP) jurisdiction matches that of the Central Valley Joint Venture and includes most of the watershed of the Central Valley. The Implementation Plan and the IWCP, however, continue to focus on the Central Valley floor, which extends approximately 400 miles from Red Bluff in the north to Bakersfield in the south and encompasses the following nine basins: Butte, Colusa, Sutter, Yolo, American, Suisun Marsh, Delta, San Joaquin, and Tulare.  Eligible activities under this program include:  Acquisition of land or water for wetlands or wildlife friendly agricultureAcquisition of conservation easementsRestoration of public or private landsEnhancement of existing degraded habitatsEligible recipients for grants under this program include:  Nonprofit organizationsLocal governmental agenciesState agenciesFederal agencies",Nonprofit; Public Agency; Tribal Government,State,Not Required,2000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10337,active,2022-05-11 17:22:59,Wildlife Conservation Board,Habitat Enhancement and Restoration,Grant,Yes,Environment & Water,The purpose of this program is to provide assistance for the restoration and enhancement of fish and wildlife resources.,"Consistent with Fish and Game Code section 1301, this program provides assistance for the restoration and enhancement of fish and wildlife resources. Eligible projects include: native fisheries restoration; restoration of wetlands; restoration of coastal, tidal, or fresh water habitat; other native habitat restoration projects including coastal scrub oak, grasslands, and threatened and endangered species habitats; in-stream restoration projects, including removal of fish passage barriers and other obstructions; and other projects that improve the quality of native habitat throughout the State.",Nonprofit; Public Agency; Tribal Government,State,Not Required,5000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10322,active,2022-05-11 14:54:19,Wildlife Conservation Board,Wildlife Corridor and Fish Passage,Grant,Yes,"Disadvantaged Communities; Environment & Water; Science, Technology, and Research & Development; Transportation","The Program is seeking proposals for planning or implementation projects that construct, repair, modify, or remove transportation infrastructure or water resources infrastructure improving passage for wildlife or fish. Additional consideration will be given for projects that restore or enhance wildlife mobility or fish passage across barriers whose impacts on migration have been increased by drought conditions.","WCB is seeking projects that restore or enhance habitat in wildlife migration corridors or that remove impediments to fish passage. Examples of project types and their priority are identified below. All projectsmust provide for improved fish or wildlife mobility, and further the objectives of Proposition 68. The Program supports the following priorities:  Priority 1:  -Construction of wildlife overcrossings and undercrossings in areas where wildlife mortality due to traffic interactions imperil a sensitive species.  -Restoration or enhancement of natural habitats that provide a visual screen in wildlife corridors for migrating wildlife species that are sensitive to human presence or to direct wildlife away from roadways and toward existing migration corridors.  -Removal of instream impediments to fish passage such as weirs, check dams or other water supply and flood control infrastructure.  -Installation of fish friendly culverts, fish ladders, bypass channels or other measures that allow migratory fish to go under, around or over passage barriers.  -Planning projects that provide designs and environmental review for future restoration projects at sites that are listed on either of CDFW’s 2020 Wildlife Movement Priority Barrier List or 2019 Fish Passage Priority List.  Priority 2:  -Installation of fencing or other measures that will direct wildlife away from roadways and toward existing migration corridors.  -Planning projects that provide designs and environmental review for future wildlife corridor and fish passage restoration projects at sites that are not listed on either of CDFW’s 2020 Wildlife Movement Priority Barrier List or 2019 Fish Passage Priority List.",Nonprofit; Public Agency; Tribal Government,State,Not Required,5000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10316,active,2022-05-11 14:50:08,Wildlife Conservation Board,Stream Flow Enhancement,Grant,Yes,Environment & Water,"The Stream Flow Enhancement Program (SFEP) funds projects that enhance stream flows across the state of California. The SFEP defines enhanced streamflow to mean: a change in the amount, timing, and/or quality of water flowing down a stream, or a portion of a stream, to benefit fish and wildlife. ","The following are funding priorities for the stream flow enhancement projects:• Implementation projects resulting in measurable increases in stream flow• Acquisition projects resulting in permanent or long-term in-stream flow dedications• Projects that are focused on a watershed or regional approach• Projects in critical watersheds for salmonids• Projects that help to complete previously funded projects• Projects that evaluate stream flow conditions and stream responses to other stream flow enhancement projects  Funded projects are also consistent with the objectives and actions outlined in the California Water Action Plan, with the primary focus on enhancing flow in streams that support anadromous fish; support special-status, threatened, endangered, or at-risk species; or provide resilience to climate change.  For projects that may be funded by general fund stream flow enhancement funds, Full Applications will be given additional points that enhance outflows in the Sacramento-San Joaquin Delta watershed.Eligible project categories are Planning, Scientific Studies, Implementation, and Acquisition. Applications for Planning and Scientific Study projects must be stand-alone (i.e., not combined with other project categories).",Individual; Nonprofit; Public Agency; Tribal Government,State,Not Required,140000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10313,active,2022-05-11 14:42:09,Wildlife Conservation Board,San Joaquin River Conservancy,Grant,Yes,Environment & Water; Parks & Recreation,"The purpose of the SJRC is to create the San Joaquin River Parkway (Parkway) to preserve and enhance the river’s extraordinary biological diversity, protect its valued cultural and natural resources, and provide educational and recreational opportunities for local communities and visitors.",Activities eligible for the Program include:  Property acquisition for resources conservation and public accessHabitat enhancement and restoration of public or private landsPublic access improvements for recreational and educational purposes,Nonprofit; Public Agency; Tribal Government,State,Not Required,6000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10310,active,2022-05-11 14:37:16,Wildlife Conservation Board,Riparian Habitat Conservation,Grant,Yes,Environment & Water,The California Riparian Habitat Conservation Program (Program) is accepting concept proposals for projects that provide meaningful and sustainable improvements to riparian habitats.,"The goal of the CRHCP is to protect, preserve, and restore riparian habitats throughout California. Typical riparian projects include, but are not limited to:  Restoration of riparian vegetation and re-establishing floodplain connectivity.Active or passive restoration that may include an element of invasive plant removal and control.Installation of fencing along the riparian corridor to manage livestock or wildlife and reduce impacts to streams or riparian vegetation.Reconfigure degraded, incised, or undefined streams to restore natural hydrology and encourage reestablishment of native riparian habitat.",Nonprofit; Public Agency; Tribal Government,State,Not Required,3000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10307,active,2022-05-11 14:30:41,Wildlife Conservation Board,"Rangeland, Grazing Land, and Grassland Protection",Grant,Yes,Environment & Water,"In September of 2002, Chapter 984, Statutes of 2002, enacted the Rangeland, Grazing Land and Grassland Protection Act of 2002. The Act designated the Wildlife Conservation Board (WCB) as the lead agency for carrying out the California Rangeland, Grazing Land and Grassland Protection Program. The purpose of the program is to protect California's rangeland, grazing land and grassland through the use of conservation easements.","Projects must protect the integrity of the rangeland, grazing lands and grasslands. The WCB will assist applicants interested in obtaining funding information from the different agricultural protection programs.Innovative compatible use activities address the external and internal components of sustainability.The WCB encourages projects to be developed with partners attempting to address regional landscape issues. A partnership approach brings to the project a diversity of skills, expertise, ideas and sometimes-even money that may not otherwise be available to complete a desired project. Project proposals that contain funding partners may receive a higher priority than those applicants requesting 100 percent of the necessary funds to acquire the conservation easement.The terms and conditions of the conservation easement must comply with the ""Principles of Compatible Use"".Landowner must disclose any known or suspected environmental conditions associated with the property.Landowner must certify the conservation easement was not, and is not, required to satisfy a condition imposed upon the landowner by any lease, permit, license, certificate, or other entitlement for use issued by one or more public agencies, including, but not limited to, the mitigation of significant effects on the environment of a project pursuant to an approved environmental impact report or mitigated negative declaration.Landowners must certify the proposed use is consistent with local land use plans and zoning requirements.Holders of mineral rights will be notified of the intent to purchase a conservation easement.",Nonprofit; Public Agency; Tribal Government,State,Not Required,15000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10277,active,2022-05-11 15:55:59,Wildlife Conservation Board,Ecosystem Restoration and Agricultural Lands,Grant,Yes,Environment & Water,"The intent of the Ecosystem Restoration and Agricultural Lands program is to collaborate with the agricultural community in identifying and implementing projects that provide long-term habitat benefits for wildlife, consistent with landowner objectives, including economic sustainability, and have the potential for replication on a statewide scale.","In many cases agricultural landowners are willing to integrate wildlife habitat benefits into the management and operations of their properties but lack the capital and/or expertise to implement these practices.ERAL Program project criteria:• All projects must be located on privately owned, agricultural land where agriculture is a major land-use activity, and there is a willing property owner.• All projects must provide on-site habitat benefits to wildlife.• All projects must be durable and include a long-term management plan and agreement that ensures that habitat features will remain on the landscape for a time period commensurate with wildlife population needs (a standard agreement is at least 25 years).Examples of eligible project activities include, but are not limited to:• Habitat restoration and enhancement of water corridors, streams, ditches, canals, tail water and return basins and ponds on agricultural lands.• Vegetated filler strips, hedgerows and other wildlife buffers.• Development of wetland areas.• Riparian and floodplain restoration.• Fencing to protect and enhance native habitats.• Restoration and enhancement of native grasslands.• Agricultural habitat management activities that provide significant environmental co-benefits including water quality improvements, carbon sequestration, etc.",Nonprofit; Public Agency; Tribal Government,State,Not Required,5000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10271,active,2022-05-11 15:59:52,Wildlife Conservation Board,Land Acquisitions,Grant,Yes,Environment & Water,The WCB acquires real property or rights in real property on behalf of the California Department of Fish and Wildlife (CDFW) and can also grant funds to other governmental entities or nonprofit organizations to acquire real property or rights in real property.,"All acquisitions are made on a ""willing seller"" basis pursuant to a fair market value appraisal as approved by the Department of General Services (DGS). The acquisition activities are carried out in conjunction with the CDFW, which generally entails CDFW evaluating the biological values of property through development of a Full WCB Real Property Acquisition Application. Once these evaluations are completed, they are submitted to CDFW’s Director for review and approval and then sent to the WCB with a recommendation to fund. Typically this process can take anywhere from 6 to 12 months. Concurrent to this the WCB regularly meets with CDFW to help evaluate and set acquisition priorities as new opportunities present themselves.",Public Agency; Tribal Government,State,Not Required,500000000.0,Advances & Reimbursement(s),2022-05-11 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10298,active,2022-05-10 21:05:29,Wildlife Conservation Board,Public Access,Grant,Yes,Disadvantaged Communities; Parks & Recreation,"Wildlife Conservation Board’s Public Access Program’s projects should focus on creating meaningful outdoor experiences for all Californians. Projects should provide public benefits, leverage funding to produce the greatest benefit, and provide access to natural and wild areas.","The Program prioritizes: boating access projects, hunting and fishing projects, and non-consumptive wildlife-oriented recreation. Planning and implementation projects are to be considered. Planning grants are intended to support the development of projects that are likely to qualify for future implementation funding under this program. Implementation grants are intended for construction, enhancement, or rehabilitation of public access facilities.",Nonprofit; Public Agency; Tribal Government,Federal and State,Not Required,5000000.0,Advances & Reimbursement(s),2022-05-10 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10295,active,2022-05-10 20:51:00,Wildlife Conservation Board,Oak Woodlands Conservation,Grant,Yes,Environment & Water,"The Oak Woodlands Conservation Program offers landowners, conservation organizations, cities and counties, an opportunity to obtain funding for projects designed to conserve and restore California's oak woodlands. While the Program is statewide in nature, it provides opportunities to address oak woodland issues on a regional priority basis.","The Program is designed to help local efforts achieve oak woodland protection. More importantly, this Program provides a mechanism to bring ranchers and conservationists together in a manner that allows both to achieve that which is so valued - sustainable ranch and farming operations and healthy oak woodlands.",Nonprofit; Public Agency; Tribal Government,State,Not Required,15000000.0,Advances & Reimbursement(s),2022-05-10 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10292,active,2022-07-06 13:55:46,Wildlife Conservation Board,Lower American River Conservancy Program,Grant,Yes,Disadvantaged Communities; Environment & Water; Parks & Recreation,"The Program was created to provide a state partner to work cooperatively with local agencies, particularly the County of Sacramento in its role as the manager of the American River Parkway (Parkway) and nonprofit organizations to help fund projects and provide grants to restore, enhance, interpret, protect, and improve public access to the Parkway’s natural, recreational, educational, and cultural resources.","WCB may award grants for the following project purposes:  • The acquisition, restoration, enhancement, and maintenance of fish and wildlife habitat and other natural resources, including resources impacted by wildfire, within and adjacent to the American River Parkway.• The improvement and expansion of public access, recreational areas, and recreational facilities, including trails.• The enhancement of interpretive and educational facilities related to the American River Parkway and its natural, cultural, and historic resources.• The control and removal of invasive species and the propagation of native species. Improve and enhance lands within and adjacent to the American River Parkway. Projects funded on adjacent lands shall contribute to the advancement of American River Parkway values.• Design, implement, and provide grants for stormwater capture and treatment projects to improve the quality of water that flows within and into the American River Parkway and to increase habitat for fish and wildlife. Stormwater projects may include lands within and adjacent to the American River Parkway and its tributaries downstream of the Nimbus Dam and within Sacramento County.  All projects must be recommended by the Lower American River Conservancy Program Advisory Committee before proceeding to the Wildlife Conservation Board meeting for approval. ",Nonprofit; Public Agency; Tribal Government,State,Not Required,3840000.0,Advances & Reimbursement(s),2022-05-10 07:00:00,Ongoing,Summer 2023,https://wcb.ca.gov/Grants,,,,,1
10289,active,2022-05-10 20:28:43,Wildlife Conservation Board,Forest Conservation,Grant,Yes,Environment & Water,"The Forest Conservation Program supports planning, acquisition, and restoration projects throughout California’s forests, consistent with the Board's Strategic Plan.","The Program was created on November 7, 2006 with the Safe Drinking Water, Water Quality and Supply, Flood Control, River and Coastal Protection Bond Act of 2006 (Proposition 84). That Act charged the Board to develop a grant program and “…promote the ecological integrity and economic stability of California’s diverse native forests for all their public benefits through forest conservation, preservation, and restoration of productive managed forest lands, forest reserve areas, redwood forests and other forest types, including the conservation of water resources and natural habitat for native fish and wildlife and plants found on these lands” (PRC section 75055a).  Additional funding for the Forest Conservation Program was provided by the California Drought, Water, Parks, Climate, Coastal Protection, and Outdoor Access For All Act of 2018 (Proposition 68) which authorized the Board to advance “…protection, restoration, and improvement of upper watershed lands in the Sierra Nevada and Cascade Mountains, including forest lands, meadows, wetlands, chaparral, and riparian habitat, in order to protect and improve water supply and water quality, improve forest health, reduce wildfire danger, mitigate the effects of wildfires on water quality and supply, increase flood protection, or to protect or restore riparian or aquatic resources” (PRC section 80132d).  Project examples include, but are not limited to:• Meadow restoration• Forest thinning (hazard fuel reduction)• Post-fire restoration• Aspen stand enhancement",Nonprofit; Public Agency; Tribal Government,State,Not Required,1300000.0,Advances & Reimbursement(s),2022-05-10 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
10274,active,2022-05-10 15:45:48,Wildlife Conservation Board,Climate Adaptation and Resiliency,Grant,Yes,Environment & Water,"The Climate Adaptation and Resiliency Program was created by AB109, which amended the Budget Act of 2017 to provide local assistance through the Wildlife Conservation Board for conservation projects focusing on resilience to projected climate impacts.","These projects must be consistent with the State’s climate adaptation strategy (Safeguarding California Plan), contribute to the carbon sequestration goals of AB 32, and support WCB’s Strategic Plan. In addition, projects will be consistent with other statewide plans and priorities, including the California Water Action Plan and California State Wildlife Action Plan 2015 Update.  Program funding is directed toward projects that:  Protect and restore ecosystems on natural and working lands to provide climate change adaptation and resilience for wildlife.Assist natural and working lands managers in implementing practices that provide climate adaptation and resilience.Increase carbon sequestration in natural and working lands, and provide additional social, economic, and environmental benefits, or ""co-benefits"".",Nonprofit; Public Agency; Tribal Government,State,Not Required,2000000.0,Advances & Reimbursement(s),2022-05-10 07:00:00,Ongoing,Continuous,https://wcb.ca.gov/Grants,,,,,1
8780,active,2022-05-10 17:17:39,San Diego River Conservancy,San Diego River Conservancy Direct Grant Program,Grant,No,Disadvantaged Communities; Environment & Water; Parks & Recreation,Funding for this grant program was provided through the Budget Act of 2021-22 for local assistance projects.,"This funding furthers the purposes of the Conservancy’s mission, enabling legislation Public Resources Code, Division 22.9, Sections 32630 et al. (“the San Diego River Conservancy Act”), the Conservancy’s Strategic Plan Update 2018-2023, and other state approved priorities and plans.",Nonprofit; Public Agency; Tribal Government,State,Not Required,6000000.0,Reimbursement(s),2022-05-10 07:00:00,Ongoing,2022,https://sdrc.ca.gov/wp-content/uploads/2022/01/SDRC_draft-guidelines-for-Directed-grants-for-posting-final.pdf,,,,,1
4903,active,2022-07-11 19:27:53,Department of Transportation,Local Highway Safety Improvement Program (HSIP),Grant,No,Transportation,Achieving a significant reduction in fatalities and serious injuries on all local public roads.,"The Highway Safety Improvement Program (HSIP), codified as Section 148 of Title 23, United States Code (23 U.S.C §148), is a core federal-aid program to States for the purpose of achieving a significant reduction in fatalities and serious injuries on all public roads. The Division of Local Assistance (DLA) manages California's local agency share of HSIP funds. California's Local HSIP focuses on infrastructure projects with nationally recognized crash reduction factors (CRFs). Local HSIP projects must be identified on the basis of crash experience, crash potential, crash rate, or other data-supported means.",Public Agency; Tribal Government,Federal and State,10%,210000000.0,Reimbursement(s),2022-05-09 07:00:00,2022-09-12 23:59:00,1/1/2023,https://dot.ca.gov/programs/local-assistance/fed-and-state-programs/highway-safety-improvement-program/apply-now,,,10000000.0,100000.0,1
10325,active,2022-05-18 17:54:17,Department of Conservation,2021-22 Sustainable Agricultural Lands Conservation Program (SALC) Land Use Planning Grants,Grant,No,Agriculture; Environment & Water,"To protect critical agricultural lands, to support infill & compact development, and to avoid increases in the greenhouse gas emissions associated with the conversion of agricultural land to non-agricultural uses. Planning grants support the development of local and regional land use policies and economic development strategies to protect these agricultural lands.","The Sustainable Agricultural Lands Conservation Program supports the state’s greenhouse gas (GHG) emission goals by making strategic investments to protect agricultural lands. Sustainable Agricultural Lands Conservation Planning Grants support the development and implementation of plans for the protection of agricultural land at risk of conversion to non-agricultural uses, maintaining the economic viability of the region’s agricultural lands, and developing the economic viability of regional food systems and infrastructure to support the production, aggregation, processing and distribution of agricultural products.  ",Nonprofit; Public Agency; Tribal Government,State,10%,1.0,Reimbursement(s),2022-04-28 07:00:00,2022-09-09 00:00:00,December 2022,https://www.conservation.ca.gov/dlrp/grant-programs/SALCP,,,,,1
9824,active,2022-04-04 14:51:43,Air Resources Board,Solicitation for the Electric Bicycle Incentives Project,Grant,No,Environment & Water; Transportation,"The California Air Resources Board (CARB or the Board) is soliciting a Grantee to implement and administer the Electric Bicycle Incentives Project (EBIP) for Fiscal Year (FY) 2021-22 with an option to renew for a new Grant Agreement for each of the following two years for FY 2022-23 and FY 2023-24. On November 19, 2021, the Board approved the $10 million allocation to EBIP for FY 2021-22.","EBIP is intended to encourage adoption for low-income individuals of electric bicycles as a replacement for motor vehicle trips. Consistent with the goals of SB 375, EBIP would increase access to clean transportation options while offsetting vehicle miles traveled (VMT) by way of incentivizing electric bicycles (e-bikes). A portion of project funds would support the development and administration of a virtual bike safety class, so that consumers understand bicycle road safety. EBIP will provide incentives for eligible e-bikes to income-qualified consumers at the time of purchase, on a first-come, first-serve basis. Furthermore, EBIP will pilot an approach that aims to 1) help people replace car trips with e-bike trips, 2) increase access to electric bicycles, and 3) reduce GHG emissions.  EBIP will be administered and implemented through a partnership between CARB and a Grantee, selected via this completive solicitation. Eligible applicants wishing to apply for the role of project administrator must submit an application via mail or in person to CARB no later than 5:00 p.m. (PDT) May 11, 2022. More information regarding the application process can be found in Section IX, Application Instructions of this solicitation.",Nonprofit; Public Agency,State,Not Required,10000000.0,Advances & Reimbursement(s),2022-04-04 07:00:00,Ongoing,"June 10, 2022",https://ww2.arb.ca.gov/our-work/programs/low-carbon-transportation-investments-and-air-quality-improvement-program/low,1.0,1.0,,,1
11558,active,2022-07-13 15:55:00,CA Arts Council,External JSON Grant Ongoing with Awards,Grant,No,"Agriculture; Law, Justice, and Legal Services",Purpose,Desc,Business; Individual,Federal,1%,1000.0,Advance(s),2022-04-01 07:00:00,Ongoing,Jan 1 2023,https://10up.com,1.0,1.0,,,1
9758,active,2022-03-25 15:46:19,Workforce Development Board,High Road Training Partnerships: Resilient Workforce Fund Program,Grant,No,"Employment, Labor & Training","The California Workforce Development Board (CWDB) is pleased to announce a rolling fund to advance a field of practice that simultaneously addresses urgent questions of income inequality, economic competitiveness, and climate change through regional skills strategies designed to support economically and environmentally resilient communities across the state. ","The CWDB understands long-term, low-wage work is a significant problem for the future of California and seeks to build systems to promote access and advancement to better-paying jobs. This initiative will continue to tackle this issue by focusing on industry as an organizing principle, and building partnerships that develop skills employers need in ways that secure stronger economic opportunities for low-income workers.     Furthermore, mitigating or adapting to climate disruption and environmental threat requires skill shifts not only through transportation, construction, and energy, but also in sectors such as healthcare, hospitality, information technology, and emergency services.     Investments in a skilled workforce promote energy, water, and fuel efficiency, build and capture the value of low-carbon technology, and support healthy, economically resilient communities. This requires intentional, strategic, workforce development driven by collaborative regional training partnerships serving multiple employers in key industries.     To learn more about High Road Training Partnerships, visit the HRTP Initiative webpage. ",Business; Individual; Nonprofit; Public Agency; Tribal Government,State,Not Required,90000000.0,Reimbursement(s),2022-03-24 07:00:00,Ongoing,Quarterly Basis,https://cwdb.ca.gov/wp-content/uploads/sites/43/2022/03/HRTP-RWF-Solicitation-FINAL_-Accessible.pdf,,,,,1
9746,active,2022-03-22 21:17:02,CA Energy Commission,GFO-21-901 – Cost Share for Federal Clean Energy Funding Opportunities,Grant,No,Energy,"To provide cost share funding to applicants that apply for and receive one of the following:   An award under an eligible federal Funding Opportunity Announcement (FOA) and meet the requirements of this solicitation, or  Follow-on funding from the U.S. DOE to continue research from PON-14-308, GFO-18-902, or this GFO and the proposed project meets the requirements of this solicitation. ","The purpose of this solicitation is to provide cost share funding to applicants that apply for and receive one of the following:   An award under an eligible federal Funding Opportunity Announcement (FOA) and meet the requirements of this solicitation, or  Follow-on funding from the U.S. Department of Energy to continue research from a previously awarded federal grant that also received Energy Commission federal cost share funding under PON-14-308, GFO-18-902, or this GFO and the proposed project meets the requirements of this solicitation.    Continuously Updated Eligible Cost Share Opportunities  Before applying, applicants are encouraged to check Eligibility Requirements in Section II of this solicitation. As new eligible cost share opportunities are released, the Energy Commission will revise this document with corresponding information on how to apply for cost share for that funding opportunity. Information on currently eligible funding opportunities can be found in the Eligible Federal Funding Opportunities section of the Eligibility Requirements (Section II.A.). The Energy Commission will provide cost share only to applicants that are applying for a federal funding opportunity or follow-on funding as described above. If the applicant has already received a federal award or follow-on funding and is seeking retroactive cost share, that application will not be eligible for CEC cost share funds under this solicitation.",Business; Individual; Nonprofit; Public Agency; Tribal Government,Federal and State,20%,20000000.0,Reimbursement(s),2022-03-22 07:00:00,Ongoing,On going,https://www.energy.ca.gov/,,,,,1
5527,active,2022-03-23 05:07:03,Transportation Commission,Active Transportation Program,Grant,No,Transportation,"The Active Transportation Plan include, but are not limited to, increasing the proportion of trips accomplished by walking and biking, increasing the safety and mobility of non-motorized users, advancing efforts of regional agencies to achieve greenhouse gas reduction goals, enhancing public health, and providing a broad spectrum of projects to benefit many types of users including disadvantaged communities.","Pursuant to statute, the purpose of the program is to encourage increased use of active modes of transportation, such as biking and walking. The goals of the ATP are to:  •Increase the proportion of trips accomplished by biking and walking.  •Increase the safety and mobility for nonmotorized users.  •Advance the active transportation efforts of regional agencies to achieve greenhouse gas reduction goals as established pursuant to Senate Bill 375 (Chapter 728, Statutes of 2008) and Senate Bill 391 (Chapter 585, Statutes of 2009).  •Enhance public health, including reduction of childhood obesity through the use of programs including, but not limited to, projects eligible for Safe Routes to School Program funding.  •Ensure that disadvantaged communities fully share in the benefits of the program.  •Provide a broad spectrum of projects to benefit many types of active transportation users.",Nonprofit; Public Agency; Tribal Government,Federal and State,Not Required,400000000.0,Reimbursement(s),2022-03-18 07:00:00,Ongoing,"October 21, 2022",https://catc.ca.gov/programs/active-transportation-program,,,,,1
1596,active,2022-02-23 00:21:26,State Treasurer's Office,Children&#039;s Hospital Program of 2018 -Children&#039;s Hospitals,Grant,No,Health & Human Services,"The purpose of the program is to improve the health and welfare of California’s critically ill children, by providing a stable and ready source of funds for capital improvement projects for children's hospitals.","On November 6, 2018, California voters passed Proposition 4, the Children's Hospital Bond Act of 2018. The purpose of the program is to improve the health and welfare of California’s critically ill children, by providing a stable and ready source of funds for capital improvement projects for eligible hospitals. The California Health Facilities Financing Authority (CHFFA) is responsible for administering the program.  Language in Proposition 4 identifies 13 children’s hospitals in California (referred to as “Children’s Hospitals”) as eligible for $1.35 billion in funding.  The 13 Children's Hospitals designated by statute are the same as the 13 hospitals that received grants under the first two Children’s Hospital Programs also administered by CHFFA and enacted by Proposition 61 in 2004 and Proposition 3 in 2008.  The 13 Children’s Hospitals consist of eight private nonprofit Children’s Hospitals and five University of California Children’s Hospitals. Grant awards for each private nonprofit Children’s Hospital was limited to $135 million, less costs of issuance and administrative costs. Grant awards for each University of California Children’s Hospital was limited to $54 million, less costs of issuance and administrative costs.  Costs of issuance are $0.75 per $1,000 of the authorized grant award and administrative costs are $10.00 per $1,000 of the authorized grant award.  Applications are accepted on an ongoing basis until June 30, 2036 and are due the first business day of each month, except October and November, and will be presented to the Authority the following month. For the month of October, Applications are due on October 7. Applications received on October 7 will be presented for Authority consideration at a regularly scheduled meeting in December or January. Applications are not accepted in November. Applications shall be submitted in duplicate to the Authority. Each Children’s Hospital may apply more than once. Submit completed Application by mail or in-person to:  California Health Facilities Financing AuthorityChildren’s Hospital Program915 Capitol Mall, Room 435Sacramento, CA 95814",Nonprofit; Public Agency,State,Not Required,1207943356.0,Advances & Reimbursement(s),2022-02-22 08:00:00,Ongoing,Ongoing,https://www.treasurer.ca.gov/chffa/hospital.asp,,,135000000.0,1.0,1
