,Repository,Organization,Label,LabelStatus,counts
582,food-oasis,hackforla,role, Back-end,48
583,food-oasis,hackforla,role, Business Analysis / Product,33
584,food-oasis,hackforla,role, Copywriting,7
585,food-oasis,hackforla,role, Database,7
586,food-oasis,hackforla,role, Design UI/UX,96
587,food-oasis,hackforla,role, Front-end,175
588,food-oasis,hackforla,role, Product Management,58
589,food-oasis,hackforla,role, User Research,17
590,food-oasis,hackforla,size, 13pt,1
591,food-oasis,hackforla,size, 1pt,88
592,food-oasis,hackforla,size, 2pt,65
593,food-oasis,hackforla,size, 3pt,41
594,food-oasis,hackforla,size, 5pt,24
595,food-oasis,hackforla,size, 8pt,12
596,futureautomations,100automations,role, administrative,14
597,governance,hackforla,feature, 1password,2
598,governance,hackforla,feature, stakeholder status,3
599,guides,hackforla,epic, Interviews with CoP leads,1
600,guides,hackforla,epic, add leadership edits requested,1
601,guides,hackforla,feature,  Communications Guide,1
602,guides,hackforla,feature, Cleanup Guide,23
603,guides,hackforla,feature, Design System,1
604,guides,hackforla,feature, administrative,13
605,guides,hackforla,feature, board/GitHub maintenance,1
606,guides,hackforla,feature, evangelize,1
607,guides,hackforla,feature, guide conversion,1
608,guides,hackforla,feature, offboarding,2
609,guides,hackforla,feature, onboarding,21
610,guides,hackforla,feature, trackers,16
611,guides,hackforla,feature, user research,3
612,guides,hackforla,feature, weekly tasks,1
613,guides,hackforla,feature, workflow,4
614,guides,hackforla,p-feature, guidance,26
615,guides,hackforla,p-feature, landing page,7
616,guides,hackforla,p-feature, wiki,3
617,guides,hackforla,role, Product,92
618,guides,hackforla,role, UI/UX,2
619,guides,hackforla,role, UI/UX research,3
620,guides,hackforla,role, design,1
621,guides,hackforla,role, front end,1
622,guides,hackforla,role, missing,1
623,guides,hackforla,size, 13+pt,2
624,guides,hackforla,size, 1pt,63
625,guides,hackforla,size, 2pt,11
626,guides,hackforla,size, 3pt,6
627,guides,hackforla,size, missing,8
628,incubator,hackforla,role, Dev Ops Engineer,1
629,internship,hackforla,feature, C&C Analysis,8
630,internship,hackforla,feature, FAQ for Volunteers,1
631,internship,hackforla,feature, HfLA: research training,2
632,internship,hackforla,feature, HfLA: volunteer personas,1
633,internship,hackforla,feature, IS21: cohort analysis,1
634,internship,hackforla,feature, IS21: cohort interviews,7
635,internship,hackforla,feature, IS22 cohort,42
636,internship,hackforla,feature, Intern cohort survey,1
637,internship,hackforla,feature, RP1,12
638,internship,hackforla,feature, RP2,3
639,internship,hackforla,feature, RP3,3
640,internship,hackforla,feature, RP4,3
641,internship,hackforla,feature, RP5,8
642,internship,hackforla,feature, RP6,5
643,internship,hackforla,feature, RP7,2
644,internship,hackforla,feature, RP8,3
645,internship,hackforla,feature, agenda,6
646,internship,hackforla,feature, audience development,1
647,internship,hackforla,feature, board / google drive / tools,11
648,internship,hackforla,feature, board cleanup,1
649,internship,hackforla,feature, branding,46
650,internship,hackforla,feature, deck,1
651,internship,hackforla,feature, evangelize,1
652,internship,hackforla,feature, find speaking opportunities,1
653,internship,hackforla,feature, funding,1
654,internship,hackforla,feature, guide,3
655,internship,hackforla,feature, hypothesis,1
656,internship,hackforla,feature, intern personas,1
657,internship,hackforla,feature, logo,2
658,internship,hackforla,feature, metrics,4
659,internship,hackforla,feature, missing,14
660,internship,hackforla,feature, one sheet,2
661,internship,hackforla,feature, overview,1
662,internship,hackforla,feature, partner communication,4
663,internship,hackforla,feature, recruitment,9
664,internship,hackforla,feature, research audits,1
665,internship,hackforla,feature, research plan,2
666,internship,hackforla,feature, retention,1
667,internship,hackforla,feature, roadmap,4
668,internship,hackforla,feature, skills assesment,1
669,internship,hackforla,feature, stats,1
670,internship,hackforla,feature, test,1
671,internship,hackforla,feature, testing,1
672,internship,hackforla,feature, volunteer onboarding,9
673,internship,hackforla,feature, wiki,8
674,internship,hackforla,milestone, missing,22
675,internship,hackforla,p-feature, FAQ for Interns,2
676,internship,hackforla,p-feature, Linkedin profile,7
677,internship,hackforla,p-feature, Resources for Interns,1
678,internship,hackforla,p-feature, mentorship guide,3
679,internship,hackforla,p-feature, recommendation guide,1
680,internship,hackforla,research plan status, approved,1
681,internship,hackforla,research plan status, draft,1
682,internship,hackforla,role, Org Rep,6
683,internship,hackforla,role, Product,123
684,internship,hackforla,role, UI/UX design,23
685,internship,hackforla,role, UI/UX research,41
686,internship,hackforla,role, UX writer,4
687,internship,hackforla,role, data scientist,3
688,internship,hackforla,role, intern,28
689,internship,hackforla,role, missing,8
690,internship,hackforla,size, 0.25pt,5
691,internship,hackforla,size, 0.50pt,10
692,internship,hackforla,size, 13+pt,7
693,internship,hackforla,size, 1pt,132
694,internship,hackforla,size, 2pt,20
695,internship,hackforla,size, 3pt,9
696,internship,hackforla,size, 5pt,10
697,internship,hackforla,size, 8pt,5
698,internship,hackforla,size, missing,11
699,lucky-parking,hackforla,complexity, large,28
700,lucky-parking,hackforla,complexity, medium,27
701,lucky-parking,hackforla,complexity, small,42
702,lucky-parking,hackforla,feature, GitHub hygiene,7
703,lucky-parking,hackforla,feature, agenda,2
704,lucky-parking,hackforla,feature, api endpoints,1
705,lucky-parking,hackforla,feature, automation/GitHub actions,3
706,lucky-parking,hackforla,feature, code structure,1
707,lucky-parking,hackforla,feature, data science,2
708,lucky-parking,hackforla,feature, database,7
709,lucky-parking,hackforla,feature, middleware,1
710,lucky-parking,hackforla,feature, new feature ideation,8
711,lucky-parking,hackforla,feature, project marketing,2
712,lucky-parking,hackforla,feature, recruitment/onboarding,7
713,lucky-parking,hackforla,feature, refactor,1
714,lucky-parking,hackforla,feature, security,4
715,lucky-parking,hackforla,feature, wiki,2
716,lucky-parking,hackforla,missing, complexity,19
717,lucky-parking,hackforla,missing, feature,27
718,lucky-parking,hackforla,missing, milestone,1
719,lucky-parking,hackforla,missing, role,20
720,lucky-parking,hackforla,missing, size,27
721,lucky-parking,hackforla,p-feature, map tools,5
722,lucky-parking,hackforla,p-feature, search,1
723,lucky-parking,hackforla,priority, high,36
724,lucky-parking,hackforla,priority, low,10
725,lucky-parking,hackforla,priority, medium,25
726,lucky-parking,hackforla,role, backend,13
727,lucky-parking,hackforla,role, data scientist,14
728,lucky-parking,hackforla,role, dev,65
729,lucky-parking,hackforla,role, devops,11
730,lucky-parking,hackforla,role, frontend,15
731,lucky-parking,hackforla,role, product manager,24
732,lucky-parking,hackforla,role, ui/ux,20
733,lucky-parking,hackforla,size, 13+pt,8
734,lucky-parking,hackforla,size, 1pt,20
735,lucky-parking,hackforla,size, 2pt,8
736,lucky-parking,hackforla,size, 3pt,4
737,lucky-parking,hackforla,size, 5pt,4
738,lucky-parking,hackforla,size, 8pt,10
739,lucky-parking,hackforla,status, duplicate,4
740,lucky-parking,hackforla,status, help wanted,3
741,lucky-parking,hackforla,type, bug,8
742,lucky-parking,hackforla,type, dependencies,12
743,lucky-parking,hackforla,type, documentation,4
744,lucky-parking,hackforla,type, enhancement,42
745,lucky-parking,hackforla,type, question/discussion,6
746,lucky-parking,hackforla,type, stakeholder_relations,4
747,lucky-parking,hackforla,urgency, not urgent,3
748,marketing,hackforla,feature, Guide,1
749,marketing,hackforla,feature, article,1
750,marketing,hackforla,feature, marketing inventory checklist,8
751,marketing,hackforla,feature, marketing objectives,18
752,marketing,hackforla,feature, template,2
753,marketing,hackforla,level, Have Training,5
754,marketing,hackforla,level, Learning,23
755,marketing,hackforla,role, Product Management,1
756,marketing,hackforla,role, social media marketing,2
757,marketing,hackforla,size, 1pt,1
758,marketing,hackforla,skill, Brand Development,1
759,marketing,hackforla,skill, Brand Messaging,2
760,marketing,hackforla,skill, Brand Strategy,22
761,marketing,hackforla,skill, Community Outreach,2
762,marketing,hackforla,skill, Content Strategy,2
763,marketing,hackforla,skill, Digital Marketing,23
764,marketing,hackforla,skill, Media Strategy,22
765,marketing,hackforla,skill, PR,2
766,marketing,hackforla,skill, Paid Social,1
767,marketing,hackforla,skill, Project Management,3
768,marketing,hackforla,skill, SEO,1
769,marketing,hackforla,tg, Gather Examples,1
770,open-community-survey,hackforla,feature, Analytics,1
771,open-community-survey,hackforla,feature, Board/GitHub Maintenance,7
772,open-community-survey,hackforla,feature, Communication/Branding,4
773,open-community-survey,hackforla,feature, Comparative Analysis,11
774,open-community-survey,hackforla,feature, Epic,7
775,open-community-survey,hackforla,feature, Expert Interviews,1
776,open-community-survey,hackforla,feature, Figma/Miro/FigJam Setup,14
777,open-community-survey,hackforla,feature, Framework Project Publication,2
778,open-community-survey,hackforla,feature, Guides Creation,1
779,open-community-survey,hackforla,feature, HfLA Website,5
780,open-community-survey,hackforla,feature, Impact Interview,7
781,open-community-survey,hackforla,feature, Meeting/Agenda,2
782,open-community-survey,hackforla,feature, Onboarding,2
783,open-community-survey,hackforla,feature, One Sheet,1
784,open-community-survey,hackforla,feature, Personas,4
785,open-community-survey,hackforla,feature, Recruitment,12
786,open-community-survey,hackforla,feature, Roadmap,18
787,open-community-survey,hackforla,feature, Social Media,1
788,open-community-survey,hackforla,feature, Survey,1
789,open-community-survey,hackforla,feature, Usability Testing,3
790,open-community-survey,hackforla,feature, Wiki,1
791,open-community-survey,hackforla,feature, service map,1
792,open-community-survey,hackforla,p-feature, About Us,2
793,open-community-survey,hackforla,p-feature, Credits,1
794,open-community-survey,hackforla,p-feature, EmpowerLA Website Page,1
795,open-community-survey,hackforla,p-feature, Get Involved,1
796,open-community-survey,hackforla,p-feature, Home Page,1
797,open-community-survey,hackforla,p-feature, NC Websites Analysis Page,2
798,open-community-survey,hackforla,p-feature, NC Websites Page,1
799,open-community-survey,hackforla,p-feature, Navigation,1
800,open-community-survey,hackforla,p-feature, Privacy Policy,2
801,open-community-survey,hackforla,p-feature, Website Content,6
802,open-community-survey,hackforla,project, 99 NC website analysis,7
803,open-community-survey,hackforla,role, Data Science,2
804,open-community-survey,hackforla,role, Product,74
805,open-community-survey,hackforla,role, UI/UX Design,19
806,open-community-survey,hackforla,role, UI/UX Research,19
807,open-community-survey,hackforla,role, writer,1
808,open-community-survey,hackforla,size, 13+pt,3
809,open-community-survey,hackforla,size, 1pt,70
810,open-community-survey,hackforla,size, 2pt,14
811,open-community-survey,hackforla,size, 3pt,15
812,open-community-survey,hackforla,size, 5pt,5
813,open-community-survey,hackforla,size, 8pt,8
814,ops,hackforla,feature, AWS IAM,1
815,ops,hackforla,feature, Roadmap,2
816,ops,hackforla,feature, administrative,3
817,ops,hackforla,feature, agenda,2
818,ops,hackforla,feature, guide creation,5
819,ops,hackforla,feature, incubator,1
820,ops,hackforla,feature, labels,2
821,ops,hackforla,feature, missing,2
822,ops,hackforla,feature, monitoring,1
823,ops,hackforla,feature, slackbot,2
824,ops,hackforla,milestone, missing,1
825,ops,hackforla,p-feature, wiki,1
826,ops,hackforla,role, CoP lead,8
827,ops,hackforla,role, Org,3
828,ops,hackforla,role, Site Reliability Engineer,9
829,ops,hackforla,role, missing,1
830,ops,hackforla,size, 0.5pt,6
831,ops,hackforla,size, 1pt,4
832,ops,hackforla,size, 2pt,5
833,ops,hackforla,size, 3pt,3
834,ops,hackforla,size, missing,3
835,ops,hackforla,tg, Create Guide,3
836,ops,hackforla,tg, Draft Template,1
837,ops,hackforla,tg, Gather Examples,3
838,ops,hackforla,tg, Review Guide,1
839,peopledepot,hackforla,feature, table creation,3
840,peopledepot,hackforla,role, back end,3
841,peopledepot,hackforla,size, 2pt,1
842,peopledepot,hackforla,size, 5pt,1
843,product-management,hackforla,feature, agenda,9
844,product-management,hackforla,feature, deck profile card,13
845,product-management,hackforla,feature, experience profile,79
846,product-management,hackforla,feature, guide creation,65
847,product-management,hackforla,feature, one sheet,37
848,product-management,hackforla,feature, privacy policy,1
849,product-management,hackforla,feature, project inventory,25
850,product-management,hackforla,feature, project profile card,16
851,product-management,hackforla,feature, recruitment,4
852,product-management,hackforla,feature, terms and conditions,1
853,product-management,hackforla,role, CoP lead,7
854,product-management,hackforla,tg, Adopt Me!,9
855,product-management,hackforla,tg, Create Guide,6
856,product-management,hackforla,tg, Draft Template,4
857,product-management,hackforla,tg, Gather Examples,40
858,product-management,hackforla,tg, Leadership Review,3
859,product-management,hackforla,tg, Review Guide,7
860,product-management,hackforla,tg, needs edits,3
861,revenue,hackforla,feature, Guide,3
862,revenue,hackforla,guide, Leadership Review,1
863,revenue,hackforla,office, Administrative,1
864,revenue,hackforla,office, Earned Revenue,1
865,revenue,hackforla,office, Fundraising,4
866,revenue,hackforla,stage, evaluation,1
867,shared-housing,hackforla,difficulty, starter,2
868,shared-housing,hackforla,feature, dashboard,21
869,shared-housing,hackforla,feature, form,17
870,shared-housing,hackforla,priority, high,2
871,shared-housing,hackforla,size, L,2
872,shared-housing,hackforla,size, S,8
873,shared-housing,hackforla,type, bug,1
874,shared-housing,hackforla,type, documentation,9
875,shared-housing,hackforla,type, enhancement,1
876,start-here,hackla-engage,role, UX,2
877,tables,hackforla,feature, GitHub Maintenance,1
878,tables,hackforla,missing, complexity,1
879,tables,hackforla,missing, feature,12
880,tables,hackforla,missing, milestone,1
881,tables,hackforla,missing, role,12
882,tables,hackforla,missing, size,12
883,tables,hackforla,role, product,1
884,tables,hackforla,size, 0.5pt,1
885,tdm-calculator,hackforla,dev, technical debt,19
886,tdm-calculator,hackforla,dev, tests,16
887,tdm-calculator,hackforla,epic, UX R1 feature improvement,25
888,tdm-calculator,hackforla,feature, missing,6
889,tdm-calculator,hackforla,level, easy,102
890,tdm-calculator,hackforla,level, hard,43
891,tdm-calculator,hackforla,level, medium,125
892,tdm-calculator,hackforla,level, missing,30
893,tdm-calculator,hackforla,milestone, missing,97
894,tdm-calculator,hackforla,nia status, crafting,14
895,tdm-calculator,hackforla,priority, Could Have,44
896,tdm-calculator,hackforla,priority, MUST HAVE,128
897,tdm-calculator,hackforla,priority, MUST HAVE -DEV FREEZE,8
898,tdm-calculator,hackforla,priority, SHOULD HAVE,87
899,tdm-calculator,hackforla,priority, WON'T HAVE THIS TIME,4
900,tdm-calculator,hackforla,priority, missing,52
901,tdm-calculator,hackforla,priority, won't fix,1
902,tdm-calculator,hackforla,role, Project Management,56
903,tdm-calculator,hackforla,role, back-end,122
904,tdm-calculator,hackforla,role, database,99
905,tdm-calculator,hackforla,role, front-end,245
906,tdm-calculator,hackforla,role, missing,13
907,tdm-calculator,hackforla,role, ui/ux,108
908,tdm-calculator,hackforla,role, ui/ux design,9
909,tdm-calculator,hackforla,role, ui/ux research,11
910,website,hackforla,feature, Accessibility,148
911,website,hackforla,feature, Administrative,102
912,website,hackforla,feature, Analytics,10
913,website,hackforla,feature, Board/GitHub Maintenance,91
914,website,hackforla,feature, Design system,80
915,website,hackforla,feature, Feature Branch,25
916,website,hackforla,feature, Google Apps Scripts,6
917,website,hackforla,feature, Infrastructure,24
918,website,hackforla,feature, Onboarding/Contributing.md,166
919,website,hackforla,feature, Refactor CSS,65
920,website,hackforla,feature, Refactor GHA,15
921,website,hackforla,feature, Refactor HTML,43
922,website,hackforla,feature, Refactor JS / Liquid,52
923,website,hackforla,feature, Standards,14
924,website,hackforla,feature, Survey,1
925,website,hackforla,feature, Tables,1
926,website,hackforla,feature, Video Research,1
927,website,hackforla,feature, Wiki,44
928,website,hackforla,feature, research plan,11
929,website,hackforla,feature, stakeholder updates,1
930,website,hackforla,fun, Third Issue,32
931,website,hackforla,ignore, Demo,12
932,website,hackforla,ignore, Duplicate,34
933,website,hackforla,ignore, No longer a problem,2
934,website,hackforla,ignore, Test,79
935,website,hackforla,p-feature, 404 page,5
936,website,hackforla,p-feature, About Us,58
937,website,hackforla,p-feature, Citizen Engagement,38
938,website,hackforla,p-feature, Communities of Practice,30
939,website,hackforla,p-feature, Contributors,1
940,website,hackforla,p-feature, Credit,180
941,website,hackforla,p-feature, Dashboard,4
942,website,hackforla,p-feature, Donate,22
943,website,hackforla,p-feature, Events,50
944,website,hackforla,p-feature, Footer,9
945,website,hackforla,p-feature, Getting Started,30
946,website,hackforla,p-feature, Home page,42
947,website,hackforla,p-feature, Impact,2
948,website,hackforla,p-feature, Join Page,14
949,website,hackforla,p-feature, Mobile,11
950,website,hackforla,p-feature, Navigation,6
951,website,hackforla,p-feature, Open roles,3
952,website,hackforla,p-feature, Organizational Page,10
953,website,hackforla,p-feature, Privacy Policy,4
954,website,hackforla,p-feature, Program Area,39
955,website,hackforla,p-feature, Project Info and Page,291
956,website,hackforla,p-feature, Project Meetings,3
957,website,hackforla,p-feature, Projects page,34
958,website,hackforla,p-feature, Related Collateral,1
959,website,hackforla,p-feature, SDG page,2
960,website,hackforla,p-feature, Sitemap,13
961,website,hackforla,p-feature, Toolkit,51
962,website,hackforla,p-feature, Wins Page,142
963,website,hackforla,role, BA,1
964,website,hackforla,role, back end/devOps,615
965,website,hackforla,role, design,119
966,website,hackforla,role, dev leads,14
967,website,hackforla,role, front end,1356
968,website,hackforla,role, hfla leadership,5
969,website,hackforla,role, infrastructure,22
970,website,hackforla,role, legal,1
971,website,hackforla,role, product,164
972,website,hackforla,role, user research,58
973,website,hackforla,role, writing,25
974,website,hackforla,size, 0.5pt,371
975,website,hackforla,size, 13+pt,9
976,website,hackforla,size, 1pt,219
977,website,hackforla,size, 2pt,68
978,website,hackforla,size, 3pt,21
979,website,hackforla,size, 5pt,5
980,website,hackforla,size, 8pt,5
981,website,hackforla,size, Good second issue,316
982,website,hackforla,size, Large,151
983,website,hackforla,size, Medium,443
984,website,hackforla,size, Small,286
985,website,hackforla,size, missing,46
986,website,hackforla,status, Help Wanted,20
987,website,hackforla,status, Updated,403
988,website,hackforla,status, Urgent,82
989,website,hackforla,uat, has visuals,30
990,website,hackforla,uat, no visuals,18
